,EN,FR
833,Let me in.,Laissez-moi rentrer.
834,Let me in.,Laissez-moi entrer.
835,Let's ask.,Demandons.
836,Let's eat.,Mangeons.
837,Let's see.,Voyons voir !
838,Lie still.,"Reste allongé, immobile !"
839,Lie still.,"Reste allongée, immobile !"
840,Lie still.,"Restez allongé, immobile !"
841,Lie still.,"Restez allongée, immobile !"
842,Lie still.,"Restez allongés, immobiles !"
843,Lie still.,"Restez allongées, immobiles !"
844,Look away.,Détourne le regard.
845,Look away.,Regardez ailleurs.
846,Look back!,Regarde derrière toi !
847,Look back!,Regarde derrière !
848,Look here.,Regarde ici.
849,Look here.,Regardez ici.
850,Loosen up.,Échauffe-toi !
851,Loosen up.,Échauffez-vous !
852,Loosen up.,Détends-toi !
853,Loosen up.,Laisse-toi aller !
854,Loosen up.,Laissez-vous aller !
855,Move over.,Bouge de là.
856,Move over.,Poussez-vous.
857,Move over.,Pousse-toi.
858,Nice shot!,Joli coup !
859,Of course!,Pour sûr.
860,Of course!,Mais ouais !
861,Of course!,Pardi !
862,Of course.,Bien sûr.
863,Of course.,Pour sûr.
864,Oh please!,Je vous en prie !
865,Oh please!,Je t'en prie !
866,Pardon me?,Pardon ?
867,Pardon me?,Je vous demande pardon ?
868,Pardon me?,Plaît-il ?
869,Read this.,Lis ceci.
870,Say hello.,Dis bonjour.
871,See above.,Voyez ci-dessus.
872,See below.,Voyez ci-dessous.
873,See below.,Voir ci-dessous.
874,Seize him!,Capturez-le !
875,Seize him!,Attrapez-le !
876,Seriously?,Vraiment ?
877,Seriously?,Est-ce sérieux ?
878,Seriously?,Sérieusement ?
879,She cried.,Elle pleurait.
880,She cried.,Elle pleura.
881,She tried.,Elle a essayé.
882,She walks.,Elle marche.
883,She's hot.,Elle est chaude.
884,She's hot.,Elle est très attirante.
885,Sign here.,Signe ici.
886,Sign here.,Signez ici.
887,Sign this.,Signe ça.
888,Sign this.,Signez ceci.
889,Slow down.,Ralentis !
890,Slow down.,Ralentissez !
891,Stay away.,Reste à l'écart.
892,Stay away.,Restez à l'écart.
893,Stay back.,Reste en arrière !
894,Stay back.,Restez en arrière !
895,Stay calm.,Restez calme.
896,Stay calm.,Reste calme.
897,Stay calm.,Garde ton calme.
898,Stay calm.,Garde ton sang-froid.
899,Stay calm.,Reste tranquille.
900,Stay down!,Reste baissé.
901,Stay down!,Restez baissé.
902,Stay down.,Reste baissé.
903,Stay down.,Restez baissé.
904,Stay here.,Restez là !
905,Stay here.,Reste ici !
906,Stay here.,Restez ici.
907,Stay thin.,Reste mince !
908,Step back.,Recule !
909,Step back.,Reculez !
910,Stop that!,Arrêtez !
911,Stop that.,Arrête ça !
912,Stop that.,Arrêtez ça !
913,Stop that.,Arrête ça !
914,Stop them.,Arrêtez-les.
915,Take care!,Prends soin de toi !
916,Take care!,Soyez prudente !
917,Take care.,Prends soin de toi.
918,Take care.,Prenez soin de vous.
919,Take mine.,Prends le mien.
920,Take mine.,Prends la mienne.
921,Take mine.,Prenez le mien.
922,Take mine.,Prenez la mienne.
923,Take mine.,Prends les miens.
924,Take mine.,Prends les miennes.
925,Take mine.,Prenez les miens.
926,Take mine.,Prenez les miennes.
927,Take this.,Prends ça.
928,Take this.,Prenez ça.
929,Thank you.,Merci !
930,Thank you.,Merci.
931,That's OK.,Il n'y a pas de problème.
932,That's OK.,Pas de problème.
933,That's OK.,Ce n'est pas grave.
934,That's OK.,Ça va.
935,That's it.,C'est ça.
936,Then what?,Et alors ?
937,They fell.,Ils sont tombés.
938,They fell.,Elles sont tombées.
939,They left.,Ils sont partis.
940,They left.,Elles sont parties.
941,They lied.,Ils ont menti.
942,They lied.,Elles ont menti.
943,They lost.,Ils ont perdu.
944,They lost.,Elles ont perdu.
945,They swam.,Ils nageaient.
946,They swam.,Elles nageaient.
947,They swam.,Ils nagèrent.
948,They swam.,Elles nagèrent.
949,Time's up.,Le temps est écoulé.
950,Tom cooks.,Tom cuisine.
951,Tom cried.,Tom pleura.
952,Tom is OK.,Tom va bien.
953,Tom knits.,Tom tricote.
954,Tom knows.,Tom sait.
955,Tom rocks.,Tom assure.
956,Tom spoke.,Tom a parlé.
957,Tom waved.,Tom a fait signe de la main.
958,Tom works.,Tom est en train de travailler.
959,Tom's fat.,Tom est gros.
960,Tom's mad.,Tom est en colère.
961,Tom's mad.,Tom est fou.
962,Tom's sad.,Tom est triste.
963,Trust Tom.,Fais confiance à Tom.
964,Trust Tom.,Faites confiance à Tom.
965,Try again.,Essaie encore.
966,Try again.,Essayez de nouveau.
967,Try again.,Essaie de nouveau.
968,Try it on.,Essaie-le !
969,Turn left.,Tourne à gauche.
970,Wait here.,Attends ici.
971,Wait here.,Attends là.
972,Wait here.,Attendez ici.
973,Wait here.,Attendez là.
974,Watch out!,Attention !
975,Watch out!,Faites attention !
976,Watch out!,Fais attention !
977,We agreed.,Nous sommes tombés d'accord.
978,We did it!,Nous avons réussi !
979,We did it.,Nous avons réussi !
980,We did it.,Nous l'avons fait.
981,We forgot.,Nous avons oublié.
982,We saw it.,Nous l'avons vu.
983,We saw it.,Nous l'avons vue.
984,We smiled.,Nous avons souri.
985,We talked.,Nous discutâmes.
986,We talked.,Nous avons discuté.
987,We talked.,Nous nous sommes entretenus.
988,We talked.,Nous nous sommes entretenues.
989,We talked.,Nous nous entretînmes.
990,We waited.,Nous attendîmes.
991,We waited.,Nous avons attendu.
992,We walked.,Nous sommes allés à pied.
993,We walked.,Nous sommes allées à pied.
994,We'll try.,Nous essayerons.
995,We'll try.,Nous tenterons.
996,We'll win.,Nous l'emporterons.
997,We'll win.,Nous gagnerons.
998,We're hot.,Nous avons chaud.
999,We're sad.,Nous sommes tristes.
1000,We're shy.,Nous sommes timides.
1001,Well done!,Bien vu !
1002,Well done!,Bien cuit !
1003,Well done!,À la bonne heure !
1004,Well done!,Bien joué !
1005,Well done!,Pas mal !
1006,What's up?,Ça va ?
1007,What's up?,Quoi de beau ?
1008,Who cares?,Qui s'en préoccupe ?
1009,Who cares?,Qui s'en soucie ?
1010,Who cares?,À qui ceci importe-t-il ?
1011,Who is he?,Qui est-ce ?
1012,Who is he?,Qui est-il ?
1013,Who is it?,Qui est-ce ?
1014,Who is it?,Qui est-il ?
1015,Who knows?,Qui sait ?
1016,Who spoke?,Qui a parlé ?
1017,Who'll go?,Qui ira ?
1018,Who's Tom?,"C’est qui, Tom ?"
1019,Who's ill?,Qui est malade ?
1020,Wonderful!,Magnifique !
1021,Wonderful!,À la bonne heure !
1022,Write Tom.,Écrivez à Tom.
1023,You drive.,Tu conduis.
1024,You drive.,"Toi, conduis !"
1025,You drive.,Vous conduisez.
1026,You idiot!,Espèce d'imbécile !
1027,You idiot!,Espèce d'idiot !
1028,You start.,Tu commences.
1029,You start.,Vous commencez.
1030,You tried.,Tu as essayé.
1031,You tried.,Vous avez essayé.
1032,You're OK.,Tu vas bien.
1033,Aim higher.,Vise plus haut.
1034,Aim higher.,Visez plus haut.
1035,All aboard!,Tout le monde à bord!
1036,Am I clear?,Suis-je clair ?
1037,Am I clear?,Suis-je claire ?
1038,Am I dying?,Suis-je en train de mourir ?
1039,Am I dying?,Suis-je en train de trépasser ?
1040,Am I early?,Suis-je en avance ?
1041,Am I fired?,Vous me mettez à la porte ?
1042,Am I first?,Suis-je le premier ?
1043,Am I first?,Suis-je la première ?
1044,Am I hired?,Suis-je engagé ?
1045,Am I hired?,Suis-je engagée ?
1046,Am I right?,Ai-je raison ?
1047,Am I right?,Suis-je dans le vrai ?
1048,Am I wrong?,Me trompé-je ?
1049,Am I wrong?,Ai-je tort ?
1050,Am I wrong?,Est-ce que je me trompe ?
1051,Answer Tom.,Réponds à Tom.
1052,Answer Tom.,Répondez à Tom.
1053,Are you OK?,Est-ce que tu vas bien ?
1054,Are you up?,Es-tu levé ?
1055,Are you up?,Es-tu levée ?
1056,Are you up?,Êtes-vous levé ?
1057,Are you up?,Êtes-vous levée ?
1058,Are you up?,Êtes-vous levés ?
1059,Are you up?,Êtes-vous levées ?
1060,Are you up?,Es-tu debout ?
1061,Are you up?,Êtes-vous debout ?
1062,Ask anyone.,Demandez à n'importe qui.
1063,Ask anyone.,Demande à n'importe qui.
1064,Ask anyone.,Demande à quiconque !
1065,Ask around.,Demande alentour !
1066,Ask around.,Demandez alentour !
1067,Be careful!,Faites attention !
1068,Be careful!,Fais attention !
1069,Be careful!,Sois prudent !
1070,Be careful!,Sois prudente !
1071,Be careful!,Soyez prudent !
1072,Be careful!,Soyez prudente !
1073,Be careful!,Soyez prudents !
1074,Be careful!,Soyez prudentes !
1075,Be careful!,Fais gaffe !
1076,Be careful.,Sois prudent !
1077,Be careful.,Sois prudente !
1078,Be careful.,Soyez prudent !
1079,Be careful.,Soyez prudente !
1080,Be careful.,Soyez prudents !
1081,Be careful.,Soyez prudentes !
1082,Be content.,Sois satisfait !
1083,Be content.,Sois satisfaite !
1084,Be content.,Soyez satisfait !
1085,Be content.,Soyez satisfaite !
1086,Be content.,Soyez satisfaits !
1087,Be content.,Soyez satisfaites !
1088,Be on time.,Soyez à l'heure.
1089,Be on time.,Sois à l'heure.
1090,Be patient.,Sois patient.
1091,Be serious.,Soyez sérieux !
1092,Be serious.,Soyez sérieuse !
1093,Be serious.,Soyez sérieuses !
1094,Be serious.,Sois sérieux !
1095,Be serious.,Sois sérieuse !
1096,Birds sing.,Les oiseaux chantent.
1097,Bottoms up!,Santé !
1098,Bring food.,Apportez de la nourriture.
1099,Bring food.,Apporte à manger.
1100,Bring wine.,Apporte du vin.
1101,Bring wine.,Apportez du vin.
1102,Can I come?,Puis-je venir ?
1103,Can I help?,Puis-je aider ?
1104,Can I stay?,Puis-je rester ?
1105,Carry this.,Porte-le.
1106,Check that.,Vérifie ça.
1107,Check that.,Regarde ça.
1108,Check that.,Vérifiez cela.
1109,Check this.,Vérifie ça.
1110,Check this.,Regarde ça.
1111,Choose one.,Choisis-en un.
1112,Choose one.,Choisis-en une.
1113,Come again.,Revenez nous voir.
1114,Come again.,Reviens nous voir.
1115,Come alone.,Viens seul !
1116,Come alone.,Viens seule !
1117,Come alone.,Venez seul !
1118,Come alone.,Venez seuls !
1119,Come alone.,Venez seule !
1120,Come alone.,Venez seules !
1121,Come along.,Joignez-vous à nous.
1122,Come early.,Viens tôt.
1123,Come early.,Venez tôt.
1124,Come on in!,Entre donc !
1125,Come on in.,Entre.
1126,Come quick!,Viens vite !
1127,Come quick!,Jouis vite !
1128,Come to me.,Venez à moi.
1129,Come to us.,Venez à nous.
1130,Cut it out!,Arrête !
1131,Cut it out!,Arrêtez !
1132,Cut it out.,Assez !
1133,Did we win?,Avons-nous gagné ?
1134,Dig faster.,Creuse plus vite.
1135,Dig faster.,Creusez plus vite.
1136,Do I stink?,Est-ce que je pue ?
1137,Do men cry?,Les hommes pleurent-ils ?
1138,Don't fret.,Te tracasse pas.
1139,Don't fret.,Vous tracassez pas.
1140,Don't fret.,Ne te tracasse pas.
1141,Don't fret.,Ne vous tracassez pas.
1142,Don't jump!,Ne saute pas !
1143,Don't jump!,Ne sautez pas !
1144,Don't move!,Ne bouge pas !
1145,Don't move!,Ne bougez pas !
1146,Don't move.,Ne bougez pas.
1147,Don't move.,Ne bouge pas.
1148,Don't rush.,Ne te précipite pas.
1149,Don't rush.,Ne vous précipitez pas.
1150,Don't sing.,Ne chante pas.
1151,Don't sing.,Ne chantez pas.
1152,Don't talk!,Ne parle pas !
1153,Don't talk!,Ne parlez pas !
1154,Don't talk.,Ne parle pas !
1155,Don't talk.,Ne parlez pas !
1156,Don't wait.,N'attends pas !
1157,Don't wait.,N'attendez pas !
1158,Duty calls.,Le devoir m'appelle.
1159,Face facts!,Regardez les faits en face.
1160,Face facts!,Rends-toi à l'évidence.
1161,Face facts!,Rendez-vous à l'évidence.
1162,Fill it up.,Le plein.
1163,Find a job.,Trouve un emploi !
1164,Find a job.,Trouve un boulot !
1165,Follow Tom.,Suivez Tom.
1166,Follow Tom.,Suis Tom.
1167,Follow him.,Suis-le !
1168,Follow him.,Suivez-le !
1169,Forget Tom.,Oublie Tom.
1170,Forget Tom.,Oubliez Tom.
1171,Forget him.,Oublie-le.
1172,Forget him.,Oubliez-le.
1173,Forgive me.,Pardonnez-moi.
1174,Forgive us.,Pardonne-nous !
1175,Get a life!,Achète-toi une vie !
1176,Get inside.,Entre.
1177,Get to bed.,Va au lit !
1178,Get to bed.,Au lit !
1179,Get to bed.,Allez au lit !
1180,Give it up.,Laisse tomber.
1181,Give it up.,Abandonne !
1182,Go outside.,Sors.
1183,Go outside.,Sortez.
1184,Go outside.,Allez à l'extérieur.
1185,Go outside.,Sortez d'ici.
1186,Go warm up.,Va t'échauffer !
1187,Go warm up.,Allez vous échauffer !
1188,He gave in.,Il a cédé.
1189,He gave in.,Il céda.
1190,He hung up.,Il a raccroché.
1191,He hung up.,Il raccrocha.
1192,He is a DJ.,Il est DJ.
1193,He is busy.,Il a à faire.
1194,He is here!,Il est ici !
1195,He is kind.,Il est gentil.
1196,He is late.,Il est en retard.
1197,He is lazy.,Il est fainéant.
1198,He is lazy.,Il est paresseux.
1199,He is poor.,Il est pauvre.
1200,He is sick.,Il est malade.
1201,He made it.,Il a réussi.
1202,He's Swiss.,Il est Suisse.
1203,He's Swiss.,Il est Helvète.
1204,He's broke.,Il est ruiné.
1205,He's broke.,Il est fauché.
1206,He's drunk.,Il est ivre.
1207,He's drunk.,Il est soûl.
1208,He's smart.,Il est intelligent.
1209,Head north.,Vers le nord.
1210,Here he is!,Il est ici !
1211,Here it is.,Le voilà.
1212,Here it is.,Tenez.
1213,Here it is.,Le voici.
1214,Here it is.,Voilà.
1215,Here we go.,C'est parti !
1216,Here we go.,On est partis !
1217,Hold still.,Tiens-toi tranquille !
1218,Hold still.,Tenez-vous tranquille !
1219,How absurd!,Quelle absurdité !
1220,How is Tom?,Comment va Tom ?
1221,How lovely!,Comme c'est charmant !
1222,How's work?,Comment va le travail ?
1223,Hurry home.,Dépêche-toi d'aller chez toi !
1224,Hurry home.,Dépêchez-vous d'aller chez vous !
1225,I admit it.,Je l’admets.
1226,I am a man.,Je suis un homme.
1227,I am human.,Je suis humain.
1228,I am ready.,Je suis prêt.
1229,I am right.,J'ai raison.
1230,I broke it.,Je l'ai cassé.
1231,I broke it.,Je l'ai cassée.
1232,I built it.,Je l'ai construit.
1233,I built it.,Je l'ai construite.
1234,I can come.,Je peux venir.
1235,I can cook.,Je sais cuisiner.
1236,I can jump.,Je peux sauter.
1237,I can read.,Je sais lire.
1238,I can read.,Je peux lire.
1239,I can sing.,Je sais chanter.
1240,I can stay.,Je peux rester.
1241,I can swim.,Je sais nager.
1242,I can wait.,Je peux attendre.
1243,I can walk.,Je peux marcher.
1244,I can't go.,Je ne peux pas y aller.
1245,I can't go.,Je ne peux pas m'y rendre.
1246,I can't go.,Je ne peux pas partir.
1247,I canceled.,J’ai annulé.
1248,I did that.,J'ai fait cela.
1249,I did that.,C'est moi qui l'ai fait.
1250,I disagree.,Je ne suis pas d'accord.
1251,I do worry.,Je me fais vraiment du souci.
1252,I doubt it.,J'en doute.
1253,I eat here.,Je mange ici.
1254,I envy Tom.,J'envie Tom.
1255,I envy her.,Je l'envie.
1256,I envy him.,Je l'envie.
1257,I envy you.,Je vous envie.
1258,I envy you.,Je t'envie.
1259,I exercise.,Je m’entraîne.
1260,I feel bad.,Je me sens mal.
1261,I feel old.,Je me sens vieux.
1262,I feel old.,Je me sens vieille.
1263,I felt bad.,Je me suis senti mal.
1264,I felt ill.,Je me suis senti mal.
1265,I felt ill.,Je me sentais malade.
1266,I felt ill.,Je me sentis malade.
1267,I felt sad.,J'ai ressenti de la tristesse.
1268,I felt sad.,Je me suis senti triste.
1269,I felt sad.,Je me suis sentie triste.
1270,I fixed it.,Je l'ai réparé.
1271,I fixed it.,Je l'ai réparée.
1272,I fixed it.,Je la réparai.
1273,I fixed it.,Je le réparai.
1274,I found it.,Je l'ai trouvé.
1275,I found it.,Je le trouvai.
1276,I got busy.,Je suis devenu occupé.
1277,I got busy.,Je suis devenu occupée.
1278,I got hurt.,Je me suis blessé.
1279,I got lost.,Je me suis perdu.
1280,I got sick.,Je suis devenu malade.
1281,I got sick.,Je suis devenue malade.
1282,I guess so.,Je le suppose.
1283,I guess so.,J'imagine.
1284,I had help.,J'ai reçu de l'aide.
1285,I hate you.,Je te déteste.
1286,I hate you.,Je te hais.
1287,I have one.,J'en ai un.
1288,I have one.,J'en ai une.
1289,I have won.,J'ai gagné.
1290,I have won.,Je l'ai emporté.
1291,I hear you.,Je t'entends.
1292,I help him.,Je l'aide.
1293,I hope not.,Je n'espère pas.
1294,I hope not.,J'espère que non.
1295,I know CPR.,Je connais la RCP.
1296,I know her.,Je la connais.
1297,I know him.,Je le connais.
1298,I like Tom.,J'aime Tom.
1299,I like art.,J'apprécie l'art.
1300,I like him.,Je l'apprécie.
1301,I like him.,Je l'aime bien.
1302,I like tea.,J'aime le thé.
1303,I like you.,Tu me plais.
1304,I like you.,Vous me plaisez.
1305,I like you.,Je t'aime.
1306,I like you.,Je t'aime bien.
1307,I liked it.,J'ai aimé ça.
1308,I liked it.,Je l'ai apprécié.
1309,I listened.,J'ai écouté.
1310,I love Tom.,J'aime Tom.
1311,I love tea.,J'adore le thé.
1312,I love you.,Je t'aime !
1313,I love you.,Je t'adore.
1314,I love you.,Je t'aime.
1315,I loved it.,J'adorais ça.
1316,I made tea.,J'ai préparé du thé.
1317,I made two.,J'en ai fait deux.
1318,I made two.,J'en ai confectionné deux.
1319,I met them.,Je les ai rencontrés.
1320,I met them.,Je les ai rencontrées.
1321,I met them.,Je les rencontrai.
1322,I must run.,Il me faut courir.
1323,I must run.,Je dois courir.
1324,I need air.,J'ai besoin d'air.
1325,I need air.,Il me faut de l'air.
1326,I need ice.,J'ai besoin de glace.
1327,I need you.,J'ai besoin de toi.
1328,I need you.,J'ai besoin de vous.
1329,I panicked.,J'ai paniqué.
1330,I promised.,J'ai promis.
1331,I ran away.,Je me suis enfuit.
1332,I ran home.,J'ai couru à la maison.
1333,I remember.,Je m'en souviens.
1334,I remember.,Je me le rappelle.
1335,I remember.,Je m'en rappelle.
1336,I said yes.,J'ai dit oui.
1337,I sat down.,Je m'assis.
1338,I saw that.,J'ai vu cela.
1339,I saw them.,Je les ai vues.
1340,I saw them.,Je les ai vus.
1341,I saw them.,Je les vis.
1342,I screamed.,J'ai crié.
1343,I see them.,Je les vois.
1344,I shrugged.,J'ai haussé les épaules.
1345,I survived.,J'ai survécu.
1346,I threw up.,J'ai vomi.
1347,I tried it.,J'ai essayé.
1348,I tried it.,Je l'ai essayé.
1349,I use this.,J'utilise cela.
1350,I want one!,J'en veux un !
1351,I want one!,J'en veux une !
1352,I want one.,J'en veux un !
1353,I want one.,J'en veux une !
1354,I want you.,J'ai envie de toi.
1355,I want you.,Je te veux !
1356,I want you.,Je vous veux !
1357,I was away.,Je n'étais pas là.
1358,I was busy.,J'étais occupée.
1359,I was good.,Je fus bon.
1360,I was good.,J'ai été bon.
1361,I was good.,J'ai été bonne.
1362,I was good.,Je fus bonne.
1363,I was hurt.,J'ai été blessé.
1364,I was last.,J'ai été dernier.
1365,I was last.,J'étais dernier.
1366,I was last.,J'ai été dernière.
1367,I was last.,J'étais dernière.
1368,I was late.,J'étais en retard.
1369,I was late.,J'ai été en retard.
1370,I was lost.,J'étais perdu.
1371,I was lost.,J'étais perdue.
1372,I was sick.,J'ai été malade.
1373,I was sick.,J'étais malade.
1374,I whistled.,J’ai sifflé.
1375,I will try.,Je vais essayer.
1376,I will try.,J'essaierai.
1377,I won't go.,Je n'irai pas.
1378,I work out.,Je fais de l'exercice.
1379,I wrote it.,Je l'ai écrit.
1380,I wrote it.,C'est moi qui l'ai écrit.
1381,I'd accept.,J'accepterais.
1382,I'll check.,Je vérifierai.
1383,I'll do it.,Je vais le faire.
1384,I'll do it.,Je le ferai.
1385,I'll drive.,Je conduirai.
1386,I'll go in.,J'entrerai.
1387,I'll hurry.,Je me dépêcherai.
1388,I'll leave.,Je partirai.
1389,I'll shoot.,Je tirerai.
1390,I'll stand.,Je resterai debout.
1391,I'll start.,Je commencerai.
1392,I'm a girl.,Je suis une fille.
1393,I'm a hero.,Je suis un héros.
1394,I'm a liar.,Je suis un menteur.
1395,I'm a twin.,J'ai un jumeau.
1396,I'm baking!,Je cuis !
1397,I'm better.,Je vais mieux.
1398,I'm biased.,J'ai un parti pris.
1399,I'm buying.,Je paie.
1400,I'm buying.,C'est moi qui paie.
1401,I'm chubby.,Je suis grassouillet.
1402,I'm chubby.,Je suis grassouillette.
